Station,Date,Time- LST,Light intensity (W/m²),Light intensity (umol photons/s/m²),,
Beit Dagan,12/06/2020,3:10,0,0,,
Beit Dagan,12/06/2020,3:20,0,0,,
Beit Dagan,12/06/2020,3:30,0,0,,
Beit Dagan,12/06/2020,3:40,0,0,,
Beit Dagan,12/06/2020,3:50,0,0,,
Beit Dagan,12/06/2020,4:00,0,0,,
Beit Dagan,12/06/2020,4:10,0,0,,
Beit Dagan,12/06/2020,4:20,0,0,,
Beit Dagan,12/06/2020,4:30,0,0,,
Beit Dagan,12/06/2020,4:40,4,18.28,,
Beit Dagan,12/06/2020,4:50,11,50.27,,
Beit Dagan,12/06/2020,5:00,22,100.54,,
Beit Dagan,12/06/2020,5:10,51,233.07,,
Beit Dagan,12/06/2020,5:20,75,342.75,,
Beit Dagan,12/06/2020,5:30,109,498.13,,
Beit Dagan,12/06/2020,5:40,152,694.64,,
Beit Dagan,12/06/2020,5:50,202,923.14,,
Beit Dagan,12/06/2020,6:00,230,1051.1,,
Beit Dagan,12/06/2020,6:10,234,1069.38,,
Beit Dagan,12/06/2020,6:20,251,1147.07,,
Beit Dagan,12/06/2020,6:30,289,1320.73,,
Beit Dagan,12/06/2020,6:40,335,1530.95,,
Beit Dagan,12/06/2020,6:50,384,1754.88,,
Beit Dagan,12/06/2020,7:00,416,1901.12,,
Beit Dagan,12/06/2020,7:10,406,1855.42,,
Beit Dagan,12/06/2020,7:20,395,1805.15,,
Beit Dagan,12/06/2020,7:30,479,2189.03,,
Beit Dagan,12/06/2020,7:40,265,1211.05,,
Beit Dagan,12/06/2020,7:50,578,2641.46,,
Beit Dagan,12/06/2020,8:00,634,2897.38,,
Beit Dagan,12/06/2020,8:10,664,3034.48,,
Beit Dagan,12/06/2020,8:20,685,3130.45,,
Beit Dagan,12/06/2020,8:30,715,3267.55,,
Beit Dagan,12/06/2020,8:40,750,3427.5,,
Beit Dagan,12/06/2020,8:50,768,3509.76,,
Beit Dagan,12/06/2020,9:00,793,3624.01,,
Beit Dagan,12/06/2020,9:10,821,3751.97,,
Beit Dagan,12/06/2020,9:20,844,3857.08,,
Beit Dagan,12/06/2020,9:30,864,3948.48,,
Beit Dagan,12/06/2020,9:40,892,4076.44,,
Beit Dagan,12/06/2020,9:50,912,4167.84,,
Beit Dagan,12/06/2020,10:00,930,4250.1,,
Beit Dagan,12/06/2020,10:10,948,4332.36,,
Beit Dagan,12/06/2020,10:20,958,4378.06,,
Beit Dagan,12/06/2020,10:30,975,4455.75,,
Beit Dagan,12/06/2020,10:40,986,4506.02,,
Beit Dagan,12/06/2020,10:50,1005,4592.85,,
Beit Dagan,12/06/2020,11:00,1027,4693.39,,
Beit Dagan,12/06/2020,11:10,857,3916.49,,
Beit Dagan,12/06/2020,11:20,933,4263.81,,
Beit Dagan,12/06/2020,11:30,1020,4661.4,,
Beit Dagan,12/06/2020,11:40,1026,4688.82,,
Beit Dagan,12/06/2020,11:50,1029,4702.53,,
Beit Dagan,12/06/2020,12:00,1024,4679.68,,
Beit Dagan,12/06/2020,12:10,1020,4661.4,,
Beit Dagan,12/06/2020,12:20,1017,4647.69,,
Beit Dagan,12/06/2020,12:30,1011,4620.27,,
Beit Dagan,12/06/2020,12:40,1002,4579.14,,
Beit Dagan,12/06/2020,12:50,998,4560.86,,
Beit Dagan,12/06/2020,13:00,983,4492.31,,
Beit Dagan,12/06/2020,13:10,968,4423.76,,
Beit Dagan,12/06/2020,13:20,932,4259.24,,
Beit Dagan,12/06/2020,13:30,892,4076.44,,
Beit Dagan,12/06/2020,13:40,943,4309.51,,
Beit Dagan,12/06/2020,13:50,698,3189.86,,
Beit Dagan,12/06/2020,14:00,864,3948.48,,
Beit Dagan,12/06/2020,14:10,857,3916.49,,
Beit Dagan,12/06/2020,14:20,830,3793.1,,
Beit Dagan,12/06/2020,14:30,805,3678.85,,
Beit Dagan,12/06/2020,14:40,779,3560.03,,
Beit Dagan,12/06/2020,14:50,751,3432.07,,
Beit Dagan,12/06/2020,15:00,726,3317.82,,
Beit Dagan,12/06/2020,15:10,690,3153.3,,
Beit Dagan,12/06/2020,15:20,656,2997.92,,
Beit Dagan,12/06/2020,15:30,630,2879.1,,
Beit Dagan,12/06/2020,15:40,570,2604.9,,
Beit Dagan,12/06/2020,15:50,360,1645.2,,
Beit Dagan,12/06/2020,16:00,287,1311.59,,
Beit Dagan,12/06/2020,16:10,430,1965.1,,
Beit Dagan,12/06/2020,16:20,280,1279.6,,
Beit Dagan,12/06/2020,16:30,298,1361.86,,
Beit Dagan,12/06/2020,16:40,293,1339.01,,
Beit Dagan,12/06/2020,16:50,239,1092.23,,
Beit Dagan,12/06/2020,17:00,249,1137.93,,
Beit Dagan,12/06/2020,17:10,293,1339.01,,
Beit Dagan,12/06/2020,17:20,174,795.18,,
Beit Dagan,12/06/2020,17:30,174,795.18,,
Beit Dagan,12/06/2020,17:40,162,740.34,,
Beit Dagan,12/06/2020,17:50,138,630.66,,
Beit Dagan,12/06/2020,18:00,103,470.71,,
Beit Dagan,12/06/2020,18:10,71,324.47,,
Beit Dagan,12/06/2020,18:20,40,182.8,,
Beit Dagan,12/06/2020,18:30,22,100.54,,
Beit Dagan,12/06/2020,18:40,8,36.56,,
Beit Dagan,12/06/2020,18:50,0,0,,
Beit Dagan,12/06/2020,19:00,0,0,,
Beit Dagan,12/06/2020,19:10,0,0,,
Beit Dagan,12/06/2020,19:20,0,0,,
Beit Dagan,12/06/2020,19:30,0,0,,
Beit Dagan,12/06/2020,19:40,0,0,,
Beit Dagan,12/06/2020,19:50,0,0,,
Beit Dagan,12/06/2020,20:00,0,0,,
Beit Dagan,12/06/2020,20:10,0,0,,
Beit Dagan,12/06/2020,20:20,0,0,,
Beit Dagan,12/06/2020,20:30,0,0,,
Beit Dagan,12/06/2020,20:40,0,0,,
Beit Dagan,12/06/2020,20:50,0,0,,
Beit Dagan,12/06/2020,21:00,0,0,,
Beit Dagan,12/06/2020,21:10,0,0,,
Beit Dagan,12/06/2020,21:20,0,0,,
Beit Dagan,12/06/2020,21:30,0,0,,
Beit Dagan,12/06/2020,21:40,0,0,,
Beit Dagan,12/06/2020,21:50,0,0,,
Beit Dagan,12/06/2020,22:00,0,0,,
Beit Dagan,12/06/2020,22:10,0,0,,
Beit Dagan,12/06/2020,22:20,0,0,,
Beit Dagan,12/06/2020,22:30,0,0,,
Beit Dagan,12/06/2020,22:40,0,0,,
Beit Dagan,12/06/2020,22:50,0,0,,
Beit Dagan,12/06/2020,23:00,0,0,,
Beit Dagan,12/06/2020,23:10,0,0,,
Beit Dagan,12/06/2020,23:20,0,0,,
Beit Dagan,12/06/2020,23:30,0,0,,
Beit Dagan,12/06/2020,23:40,0,0,,
Beit Dagan,12/06/2020,23:50,0,0,,
Beit Dagan,13/06/2020,0:00,0,0,,
Beit Dagan,13/06/2020,0:10,0,0,,
Beit Dagan,13/06/2020,0:20,0,0,,
Beit Dagan,13/06/2020,0:30,0,0,,
Beit Dagan,13/06/2020,0:40,0,0,,
Beit Dagan,13/06/2020,0:50,0,0,,
Beit Dagan,13/06/2020,1:00,0,0,,
Beit Dagan,13/06/2020,1:10,0,0,,
Beit Dagan,13/06/2020,1:20,0,0,,
Beit Dagan,13/06/2020,1:30,0,0,,
Beit Dagan,13/06/2020,1:40,0,0,,
Beit Dagan,13/06/2020,1:50,0,0,,
Beit Dagan,13/06/2020,2:00,0,0,,
Beit Dagan,13/06/2020,2:10,0,0,,
Beit Dagan,13/06/2020,2:20,0,0,,
Beit Dagan,13/06/2020,2:30,0,0,,
Beit Dagan,13/06/2020,2:40,0,0,,
Beit Dagan,13/06/2020,2:50,0,0,,
Beit Dagan,13/06/2020,3:00,0,0,,
Beit Dagan,13/06/2020,3:10,0,0,,
Beit Dagan,13/06/2020,3:20,0,0,,
Beit Dagan,13/06/2020,3:30,0,0,,
Beit Dagan,13/06/2020,3:40,0,0,,
Beit Dagan,13/06/2020,3:50,0,0,,
Beit Dagan,13/06/2020,4:00,0,0,,
Beit Dagan,13/06/2020,4:10,0,0,,
Beit Dagan,13/06/2020,4:20,0,0,,
Beit Dagan,13/06/2020,4:30,1,4.57,,
Beit Dagan,13/06/2020,4:40,5,22.85,,
Beit Dagan,13/06/2020,4:50,12,54.84,,
Beit Dagan,13/06/2020,5:00,22,100.54,,
Beit Dagan,13/06/2020,5:10,48,219.36,,
Beit Dagan,13/06/2020,5:20,76,347.32,,
Beit Dagan,13/06/2020,5:30,106,484.42,,
Beit Dagan,13/06/2020,5:40,137,626.09,,
Beit Dagan,13/06/2020,5:50,167,763.19,,
Beit Dagan,13/06/2020,6:00,202,923.14,,
Beit Dagan,13/06/2020,6:10,237,1083.09,,
Beit Dagan,13/06/2020,6:20,272,1243.04,,
Beit Dagan,13/06/2020,6:30,305,1393.85,,
Beit Dagan,13/06/2020,6:40,339,1549.23,,
Beit Dagan,13/06/2020,6:50,373,1704.61,,
Beit Dagan,13/06/2020,7:00,408,1864.56,,
Beit Dagan,13/06/2020,7:10,440,2010.8,,
Beit Dagan,13/06/2020,7:20,475,2170.75,,
Beit Dagan,13/06/2020,7:30,507,2316.99,,
Beit Dagan,13/06/2020,7:40,535,2444.95,,
Beit Dagan,13/06/2020,7:50,568,2595.76,,
Beit Dagan,13/06/2020,8:00,599,2737.43,,
Beit Dagan,13/06/2020,8:10,631,2883.67,,
Beit Dagan,13/06/2020,8:20,662,3025.34,,
Beit Dagan,13/06/2020,8:30,690,3153.3,,
Beit Dagan,13/06/2020,8:40,717,3276.69,,
Beit Dagan,13/06/2020,8:50,742,3390.94,,
Beit Dagan,13/06/2020,9:00,769,3514.33,,
Beit Dagan,13/06/2020,9:10,794,3628.58,,
Beit Dagan,13/06/2020,9:20,818,3738.26,,
Beit Dagan,13/06/2020,9:30,841,3843.37,,
Beit Dagan,13/06/2020,9:40,862,3939.34,,
Beit Dagan,13/06/2020,9:50,883,4035.31,,
Beit Dagan,13/06/2020,10:00,902,4122.14,,
Beit Dagan,13/06/2020,10:10,923,4218.11,,
Beit Dagan,13/06/2020,10:20,938,4286.66,,
Beit Dagan,13/06/2020,10:30,952,4350.64,,
Beit Dagan,13/06/2020,10:40,966,4414.62,,
Beit Dagan,13/06/2020,10:50,965,4410.05,,
Beit Dagan,13/06/2020,11:00,990,4524.3,,
Beit Dagan,13/06/2020,11:10,998,4560.86,,
Beit Dagan,13/06/2020,11:20,1004,4588.28,,
Beit Dagan,13/06/2020,11:30,1010,4615.7,,
Beit Dagan,13/06/2020,11:40,1012,4624.84,,
Beit Dagan,13/06/2020,11:50,1013,4629.41,,
Beit Dagan,13/06/2020,12:00,1012,4624.84,,
Beit Dagan,13/06/2020,12:10,1008,4606.56,,
Beit Dagan,13/06/2020,12:20,1003,4583.71,,
Beit Dagan,13/06/2020,12:30,998,4560.86,,
Beit Dagan,13/06/2020,12:40,991,4528.87,,
Beit Dagan,13/06/2020,12:50,980,4478.6,,
Beit Dagan,13/06/2020,13:00,967,4419.19,,
Beit Dagan,13/06/2020,13:10,955,4364.35,,
Beit Dagan,13/06/2020,13:20,941,4300.37,,
Beit Dagan,13/06/2020,13:30,924,4222.68,,
Beit Dagan,13/06/2020,13:40,905,4135.85,,
Beit Dagan,13/06/2020,13:50,884,4039.88,,
Beit Dagan,13/06/2020,14:00,863,3943.91,,
Beit Dagan,13/06/2020,14:10,841,3843.37,,
Beit Dagan,13/06/2020,14:20,816,3729.12,,
Beit Dagan,13/06/2020,14:30,790,3610.3,,
Beit Dagan,13/06/2020,14:40,765,3496.05,,
Beit Dagan,13/06/2020,14:50,735,3358.95,,
Beit Dagan,13/06/2020,15:00,705,3221.85,,
Beit Dagan,13/06/2020,15:10,673,3075.61,,
Beit Dagan,13/06/2020,15:20,641,2929.37,,
Beit Dagan,13/06/2020,15:30,614,2805.98,,
Beit Dagan,13/06/2020,15:40,568,2595.76,,
Beit Dagan,13/06/2020,15:50,464,2120.48,,
Beit Dagan,13/06/2020,16:00,515,2353.55,,
Beit Dagan,13/06/2020,16:10,470,2147.9,,
Beit Dagan,13/06/2020,16:20,430,1965.1,,
Beit Dagan,13/06/2020,16:30,402,1837.14,,
Beit Dagan,13/06/2020,16:40,369,1686.33,,
Beit Dagan,13/06/2020,16:50,325,1485.25,,
Beit Dagan,13/06/2020,17:00,309,1412.13,,
Beit Dagan,13/06/2020,17:10,258,1179.06,,
Beit Dagan,13/06/2020,17:20,151,690.07,,
Beit Dagan,13/06/2020,17:30,158,722.06,,
Beit Dagan,13/06/2020,17:40,160,731.2,,
Beit Dagan,13/06/2020,17:50,130,594.1,,
Beit Dagan,13/06/2020,18:00,98,447.86,,
Beit Dagan,13/06/2020,18:10,69,315.33,,
Beit Dagan,13/06/2020,18:20,42,191.94,,
Beit Dagan,13/06/2020,18:30,25,114.25,,
Beit Dagan,13/06/2020,18:40,13,59.41,,
Beit Dagan,13/06/2020,18:50,0,0,,
Beit Dagan,13/06/2020,19:00,0,0,,
Beit Dagan,13/06/2020,19:10,0,0,,
Beit Dagan,13/06/2020,19:20,0,0,,
Beit Dagan,13/06/2020,19:30,0,0,,
Beit Dagan,13/06/2020,19:40,0,0,,
Beit Dagan,13/06/2020,19:50,0,0,,
Beit Dagan,13/06/2020,20:00,0,0,,
Beit Dagan,13/06/2020,20:10,0,0,,
Beit Dagan,13/06/2020,20:20,0,0,,
Beit Dagan,13/06/2020,20:30,0,0,,
Beit Dagan,13/06/2020,20:40,0,0,,
Beit Dagan,13/06/2020,20:50,0,0,,
Beit Dagan,13/06/2020,21:00,0,0,,
Beit Dagan,13/06/2020,21:10,0,0,,
Beit Dagan,13/06/2020,21:20,0,0,,
Beit Dagan,13/06/2020,21:30,0,0,,
Beit Dagan,13/06/2020,21:40,0,0,,
Beit Dagan,13/06/2020,21:50,0,0,,
Beit Dagan,13/06/2020,22:00,0,0,,
Beit Dagan,13/06/2020,22:10,0,0,,
Beit Dagan,13/06/2020,22:20,0,0,,
Beit Dagan,13/06/2020,22:30,0,0,,
Beit Dagan,13/06/2020,22:40,0,0,,
Beit Dagan,13/06/2020,22:50,0,0,,
Beit Dagan,13/06/2020,23:00,0,0,,
Beit Dagan,13/06/2020,23:10,0,0,,
Beit Dagan,13/06/2020,23:20,0,0,,
Beit Dagan,13/06/2020,23:30,0,0,,
Beit Dagan,13/06/2020,23:40,0,0,,
Beit Dagan,13/06/2020,23:50,0,0,,
Beit Dagan,14/06/2020,0:00,0,0,,
Beit Dagan,14/06/2020,0:10,0,0,,
Beit Dagan,14/06/2020,0:20,0,0,,
Beit Dagan,14/06/2020,0:30,0,0,,
Beit Dagan,14/06/2020,0:40,0,0,,
Beit Dagan,14/06/2020,0:50,0,0,,
Beit Dagan,14/06/2020,1:00,0,0,,
Beit Dagan,14/06/2020,1:10,0,0,,
Beit Dagan,14/06/2020,1:20,0,0,,
Beit Dagan,14/06/2020,1:30,0,0,,
Beit Dagan,14/06/2020,1:40,0,0,,
Beit Dagan,14/06/2020,1:50,0,0,,
Beit Dagan,14/06/2020,2:00,0,0,,
Beit Dagan,14/06/2020,2:10,0,0,,
Beit Dagan,14/06/2020,2:20,0,0,,
Beit Dagan,14/06/2020,2:30,0,0,,
Beit Dagan,14/06/2020,2:40,0,0,,
Beit Dagan,14/06/2020,2:50,0,0,,
Beit Dagan,14/06/2020,3:00,0,0,,
Beit Dagan,14/06/2020,3:10,0,0,,
Beit Dagan,14/06/2020,3:20,0,0,,
Beit Dagan,14/06/2020,3:30,0,0,,
Beit Dagan,14/06/2020,3:40,0,0,,
Beit Dagan,14/06/2020,3:50,0,0,,
Beit Dagan,14/06/2020,4:00,0,0,,
Beit Dagan,14/06/2020,4:10,0,0,,
Beit Dagan,14/06/2020,4:20,0,0,,
Beit Dagan,14/06/2020,4:30,0,0,,
Beit Dagan,14/06/2020,4:40,3,13.71,,
Beit Dagan,14/06/2020,4:50,11,50.27,,
Beit Dagan,14/06/2020,5:00,20,91.4,,
Beit Dagan,14/06/2020,5:10,29,132.53,,
Beit Dagan,14/06/2020,5:20,44,201.08,,
Beit Dagan,14/06/2020,5:30,49,223.93,,
Beit Dagan,14/06/2020,5:40,82,374.74,,
Beit Dagan,14/06/2020,5:50,168,767.76,,
Beit Dagan,14/06/2020,6:00,187,854.59,,
Beit Dagan,14/06/2020,6:10,287,1311.59,,
Beit Dagan,14/06/2020,6:20,284,1297.88,,
Beit Dagan,14/06/2020,6:30,319,1457.83,,
Beit Dagan,14/06/2020,6:40,370,1690.9,,
Beit Dagan,14/06/2020,6:50,324,1480.68,,
Beit Dagan,14/06/2020,7:00,213,973.41,,
Beit Dagan,14/06/2020,7:10,415,1896.55,,
Beit Dagan,14/06/2020,7:20,477,2179.89,,
Beit Dagan,14/06/2020,7:30,546,2495.22,,
Beit Dagan,14/06/2020,7:40,539,2463.23,,
Beit Dagan,14/06/2020,7:50,575,2627.75,,
Beit Dagan,14/06/2020,8:00,648,2961.36,,
Beit Dagan,14/06/2020,8:10,701,3203.57,,
Beit Dagan,14/06/2020,8:20,547,2499.79,,
Beit Dagan,14/06/2020,8:30,700,3199,,
Beit Dagan,14/06/2020,8:40,742,3390.94,,
Beit Dagan,14/06/2020,8:50,774,3537.18,,
Beit Dagan,14/06/2020,9:00,778,3555.46,,
Beit Dagan,14/06/2020,9:10,818,3738.26,,
Beit Dagan,14/06/2020,9:20,837,3825.09,,
Beit Dagan,14/06/2020,9:30,866,3957.62,,
Beit Dagan,14/06/2020,9:40,889,4062.73,,
Beit Dagan,14/06/2020,9:50,909,4154.13,,
Beit Dagan,14/06/2020,10:00,929,4245.53,,
Beit Dagan,14/06/2020,10:10,947,4327.79,,
Beit Dagan,14/06/2020,10:20,963,4400.91,,
Beit Dagan,14/06/2020,10:30,980,4478.6,,
Beit Dagan,14/06/2020,10:40,994,4542.58,,
Beit Dagan,14/06/2020,10:50,1005,4592.85,,
Beit Dagan,14/06/2020,11:00,1015,4638.55,,
Beit Dagan,14/06/2020,11:10,1020,4661.4,,
Beit Dagan,14/06/2020,11:20,1027,4693.39,,
Beit Dagan,14/06/2020,11:30,1031,4711.67,,
Beit Dagan,14/06/2020,11:40,1037,4739.09,,
Beit Dagan,14/06/2020,11:50,1035,4729.95,,
Beit Dagan,14/06/2020,12:00,1032,4716.24,,
Beit Dagan,14/06/2020,12:10,1033,4720.81,,
Beit Dagan,14/06/2020,12:20,1031,4711.67,,
Beit Dagan,14/06/2020,12:30,1023,4675.11,,
Beit Dagan,14/06/2020,12:40,1016,4643.12,,
Beit Dagan,14/06/2020,12:50,1002,4579.14,,
Beit Dagan,14/06/2020,13:00,990,4524.3,,
Beit Dagan,14/06/2020,13:10,977,4464.89,,
Beit Dagan,14/06/2020,13:20,970,4432.9,,
Beit Dagan,14/06/2020,13:30,950,4341.5,,
Beit Dagan,14/06/2020,13:40,933,4263.81,,
Beit Dagan,14/06/2020,13:50,914,4176.98,,
Beit Dagan,14/06/2020,14:00,893,4081.01,,
Beit Dagan,14/06/2020,14:10,870,3975.9,,
Beit Dagan,14/06/2020,14:20,845,3861.65,,
Beit Dagan,14/06/2020,14:30,820,3747.4,,
Beit Dagan,14/06/2020,14:40,791,3614.87,,
Beit Dagan,14/06/2020,14:50,763,3486.91,,
Beit Dagan,14/06/2020,15:00,734,3354.38,,
Beit Dagan,14/06/2020,15:10,701,3203.57,,
Beit Dagan,14/06/2020,15:20,669,3057.33,,
Beit Dagan,14/06/2020,15:30,638,2915.66,,
Beit Dagan,14/06/2020,15:40,605,2764.85,,
Beit Dagan,14/06/2020,15:50,570,2604.9,,
Beit Dagan,14/06/2020,16:00,538,2458.66,,
Beit Dagan,14/06/2020,16:10,501,2289.57,,
Beit Dagan,14/06/2020,16:20,466,2129.62,,
Beit Dagan,14/06/2020,16:30,432,1974.24,,
Beit Dagan,14/06/2020,16:40,394,1800.58,,
Beit Dagan,14/06/2020,16:50,356,1626.92,,
Beit Dagan,14/06/2020,17:00,319,1457.83,,
Beit Dagan,14/06/2020,17:10,281,1284.17,,
Beit Dagan,14/06/2020,17:20,246,1124.22,,
Beit Dagan,14/06/2020,17:30,213,973.41,,
Beit Dagan,14/06/2020,17:40,177,808.89,,
Beit Dagan,14/06/2020,17:50,144,658.08,,
Beit Dagan,14/06/2020,18:00,110,502.7,,
Beit Dagan,14/06/2020,18:10,78,356.46,,
Beit Dagan,14/06/2020,18:20,42,191.94,,
Beit Dagan,14/06/2020,18:30,24,109.68,,
Beit Dagan,14/06/2020,18:40,10,45.7,,
Beit Dagan,14/06/2020,18:50,0,0,,
Beit Dagan,14/06/2020,19:00,0,0,,
Beit Dagan,14/06/2020,19:10,0,0,,
Beit Dagan,14/06/2020,19:20,0,0,,
Beit Dagan,14/06/2020,19:30,0,0,,
Beit Dagan,14/06/2020,19:40,0,0,,
Beit Dagan,14/06/2020,19:50,0,0,,
Beit Dagan,14/06/2020,20:00,0,0,,
Beit Dagan,14/06/2020,20:10,0,0,,
Beit Dagan,14/06/2020,20:20,0,0,,
Beit Dagan,14/06/2020,20:30,0,0,,
Beit Dagan,14/06/2020,20:40,0,0,,
Beit Dagan,14/06/2020,20:50,0,0,,
Beit Dagan,14/06/2020,21:00,0,0,,
Beit Dagan,14/06/2020,21:10,0,0,,
Beit Dagan,14/06/2020,21:20,0,0,,
Beit Dagan,14/06/2020,21:30,0,0,,
Beit Dagan,14/06/2020,21:40,0,0,,
Beit Dagan,14/06/2020,21:50,0,0,,
Beit Dagan,14/06/2020,22:00,0,0,,
Beit Dagan,14/06/2020,22:10,0,0,,
Beit Dagan,14/06/2020,22:20,0,0,,
Beit Dagan,14/06/2020,22:30,0,0,,
Beit Dagan,14/06/2020,22:40,0,0,,
Beit Dagan,14/06/2020,22:50,0,0,,
Beit Dagan,14/06/2020,23:00,0,0,,
Beit Dagan,14/06/2020,23:10,0,0,,
Beit Dagan,14/06/2020,23:20,0,0,,
Beit Dagan,14/06/2020,23:30,0,0,,
Beit Dagan,14/06/2020,23:40,0,0,,
Beit Dagan,14/06/2020,23:50,0,0,,
Beit Dagan,15/06/2020,0:00,0,0,,
Beit Dagan,15/06/2020,0:10,0,0,,
Beit Dagan,15/06/2020,0:20,0,0,,
Beit Dagan,15/06/2020,0:30,0,0,,
Beit Dagan,15/06/2020,0:40,0,0,,
Beit Dagan,15/06/2020,0:50,0,0,,
Beit Dagan,15/06/2020,1:00,0,0,,
Beit Dagan,15/06/2020,1:10,0,0,,
Beit Dagan,15/06/2020,1:20,0,0,,
Beit Dagan,15/06/2020,1:30,0,0,,
Beit Dagan,15/06/2020,1:40,0,0,,
Beit Dagan,15/06/2020,1:50,0,0,,
Beit Dagan,15/06/2020,2:00,0,0,,
Beit Dagan,15/06/2020,2:10,0,0,,
Beit Dagan,15/06/2020,2:20,0,0,,
Beit Dagan,15/06/2020,2:30,0,0,,
Beit Dagan,15/06/2020,2:40,0,0,,
Beit Dagan,15/06/2020,2:50,0,0,,
Beit Dagan,15/06/2020,3:00,0,0,,
Beit Dagan,15/06/2020,3:10,0,0,,
Beit Dagan,15/06/2020,3:20,0,0,,
Beit Dagan,15/06/2020,3:30,0,0,,
Beit Dagan,15/06/2020,3:40,0,0,,
Beit Dagan,15/06/2020,3:50,0,0,,
Beit Dagan,15/06/2020,4:00,0,0,,
Beit Dagan,15/06/2020,4:10,0,0,,
Beit Dagan,15/06/2020,4:20,0,0,,
Beit Dagan,15/06/2020,4:30,0,0,,
Beit Dagan,15/06/2020,4:40,4,18.28,,
Beit Dagan,15/06/2020,4:50,12,54.84,,
Beit Dagan,15/06/2020,5:00,30,137.1,,
Beit Dagan,15/06/2020,5:10,67,306.19,,
Beit Dagan,15/06/2020,5:20,81,370.17,,
Beit Dagan,15/06/2020,5:30,102,466.14,,
Beit Dagan,15/06/2020,5:40,136,621.52,,
Beit Dagan,15/06/2020,5:50,166,758.62,,
Beit Dagan,15/06/2020,6:00,198,904.86,,
Beit Dagan,15/06/2020,6:10,232,1060.24,,
Beit Dagan,15/06/2020,6:20,265,1211.05,,
Beit Dagan,15/06/2020,6:30,312,1425.84,,
Beit Dagan,15/06/2020,6:40,344,1572.08,,
Beit Dagan,15/06/2020,6:50,377,1722.89,,
Beit Dagan,15/06/2020,7:00,424,1937.68,,
Beit Dagan,15/06/2020,7:10,358,1636.06,,
Beit Dagan,15/06/2020,7:20,460,2102.2,,
Beit Dagan,15/06/2020,7:30,390,1782.3,,
Beit Dagan,15/06/2020,7:40,527,2408.39,,
Beit Dagan,15/06/2020,7:50,576,2632.32,,
Beit Dagan,15/06/2020,8:00,637,2911.09,,
Beit Dagan,15/06/2020,8:10,664,3034.48,,
Beit Dagan,15/06/2020,8:20,683,3121.31,,
Beit Dagan,15/06/2020,8:30,713,3258.41,,
Beit Dagan,15/06/2020,8:40,735,3358.95,,
Beit Dagan,15/06/2020,8:50,759,3468.63,,
Beit Dagan,15/06/2020,9:00,789,3605.73,,
Beit Dagan,15/06/2020,9:10,822,3756.54,,
Beit Dagan,15/06/2020,9:20,845,3861.65,,
Beit Dagan,15/06/2020,9:30,866,3957.62,,
Beit Dagan,15/06/2020,9:40,894,4085.58,,
Beit Dagan,15/06/2020,9:50,917,4190.69,,
Beit Dagan,15/06/2020,10:00,860,3930.2,,
Beit Dagan,15/06/2020,10:10,950,4341.5,,
Beit Dagan,15/06/2020,10:20,963,4400.91,,
Beit Dagan,15/06/2020,10:30,976,4460.32,,
Beit Dagan,15/06/2020,10:40,984,4496.88,,
Beit Dagan,15/06/2020,10:50,950,4341.5,,
Beit Dagan,15/06/2020,11:00,1001,4574.57,,
Beit Dagan,15/06/2020,11:10,1006,4597.42,,
Beit Dagan,15/06/2020,11:20,1014,4633.98,,
Beit Dagan,15/06/2020,11:30,1017,4647.69,,
Beit Dagan,15/06/2020,11:40,1019,4656.83,,
Beit Dagan,15/06/2020,11:50,1017,4647.69,,
Beit Dagan,15/06/2020,12:00,1017,4647.69,,
Beit Dagan,15/06/2020,12:10,1020,4661.4,,
Beit Dagan,15/06/2020,12:20,953,4355.21,,
Beit Dagan,15/06/2020,12:30,1014,4633.98,,
Beit Dagan,15/06/2020,12:40,1008,4606.56,,
Beit Dagan,15/06/2020,12:50,981,4483.17,,
Beit Dagan,15/06/2020,13:00,985,4501.45,,
Beit Dagan,15/06/2020,13:10,944,4314.08,,
Beit Dagan,15/06/2020,13:20,950,4341.5,,
Beit Dagan,15/06/2020,13:30,933,4263.81,,
Beit Dagan,15/06/2020,13:40,913,4172.41,,
Beit Dagan,15/06/2020,13:50,898,4103.86,,
Beit Dagan,15/06/2020,14:00,874,3994.18,,
Beit Dagan,15/06/2020,14:10,835,3815.95,,
Beit Dagan,15/06/2020,14:20,823,3761.11,,
Beit Dagan,15/06/2020,14:30,814,3719.98,,
Beit Dagan,15/06/2020,14:40,776,3546.32,,
Beit Dagan,15/06/2020,14:50,751,3432.07,,
Beit Dagan,15/06/2020,15:00,720,3290.4,,
Beit Dagan,15/06/2020,15:10,689,3148.73,,
Beit Dagan,15/06/2020,15:20,664,3034.48,,
Beit Dagan,15/06/2020,15:30,643,2938.51,,
Beit Dagan,15/06/2020,15:40,521,2380.97,,
Beit Dagan,15/06/2020,15:50,497,2271.29,,
Beit Dagan,15/06/2020,16:00,376,1718.32,,
Beit Dagan,15/06/2020,16:10,346,1581.22,,
Beit Dagan,15/06/2020,16:20,320,1462.4,,
Beit Dagan,15/06/2020,16:30,322,1471.54,,
Beit Dagan,15/06/2020,16:40,452,2065.64,,
Beit Dagan,15/06/2020,16:50,332,1517.24,,
Beit Dagan,15/06/2020,17:00,261,1192.77,,
Beit Dagan,15/06/2020,17:10,182,831.74,,
Beit Dagan,15/06/2020,17:20,166,758.62,,
Beit Dagan,15/06/2020,17:30,148,676.36,,
